onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0277	2	1	3	3	-0.25	1	0	1	0
14.136	2	2	3	3	-0.25	1	0	0	0
25.294	2	3	3	3	-0.25	1	1	0	0
36.12	2	4	3	3	-0.25	1	0	0	0
41.187	2	5	3	3	-0.25	1	0	0	0
57.229	2	6	2	3	-0.25	-1	0	0	1
71.848	2	7	2	3	-0.25	-1	0	0	0
87.879	2	8	2	3	-0.25	-1	0	1	0
98.672	2	9	2	3	-0.25	-1	0	0	0
104.02	2	10	2	3	-0.25	-1	0	0	0
120.06	2	11	4	4	-0.375	1	0	1	0
133.21	2	12	4	4	-0.375	1	0	0	0
149.54	2	13	4	4	-0.375	1	0	0	1
160.48	2	14	4	4	-0.375	1	0	0	0
166.9	2	15	4	4	-0.375	1	0	0	0
182.95	2	16	5	1	0.5	1	1	0	0
202.01	2	17	5	1	0.5	1	0	0	0
218.21	2	18	5	1	0.5	1	0	0	1
229.3	2	19	5	1	0.5	1	0	0	0
234.51	2	20	5	1	0.5	1	0	0	0
250.59	2	21	1	4	-0.375	1	1	0	0
269.63	2	22	1	4	-0.375	1	0	0	0
281.57	2	23	1	4	-0.375	1	0	1	0
292.4	2	24	1	4	-0.375	1	0	0	0
297.9	2	25	1	4	-0.375	1	0	0	0
313.94	2	26	6	1	0.5	-1	0	0	1
327.18	2	27	6	1	0.5	-1	0	0	0
339.03	2	28	6	1	0.5	-1	1	0	0
350.22	2	29	6	1	0.5	-1	0	0	0
356.68	2	30	6	1	0.5	-1	0	0	0
372.73	2	31	2	4	-0.375	1	0	0	1
386.85	2	32	2	4	-0.375	1	0	0	0
403.38	2	33	2	4	-0.375	1	1	0	0
414.35	2	34	2	4	-0.375	1	0	0	0
419.82	2	35	2	4	-0.375	1	0	0	0
435.86	2	36	3	4	-0.375	1	0	1	0
449.5	2	37	3	4	-0.375	1	0	0	0
460.69	2	38	3	4	-0.375	1	1	0	0
471.7	2	39	3	4	-0.375	1	0	0	0
476.81	2	40	3	4	-0.375	1	0	0	0
492.86	2	41	5	2	0	1	1	0	0
511.49	2	42	5	2	0	1	0	0	0
527.45	2	43	5	2	0	1	0	0	1
538.44	2	44	5	2	0	1	0	0	0
543.61	2	45	5	2	0	1	0	0	0
559.65	2	46	6	2	0	1	0	0	1
573.18	2	47	6	2	0	1	0	0	0
584.72	2	48	6	2	0	1	0	1	0
595.81	2	49	6	2	0	1	0	0	0
604.29	2	50	6	2	0	1	0	0	0
