onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0193	4	1	9	1	0.5	-1	1	0	0
19.019	4	2	9	1	0.5	-1	0	0	0
30.541	4	3	9	1	0.5	-1	0	1	0
41.284	4	4	9	1	0.5	-1	0	0	0
46.632	4	5	9	1	0.5	-1	0	0	0
62.676	4	6	10	1	0.5	-1	0	1	0
75.603	4	7	10	1	0.5	-1	0	0	0
92.082	4	8	10	1	0.5	-1	1	0	0
103.32	4	9	10	1	0.5	-1	0	0	0
109.4	4	10	10	1	0.5	-1	0	0	0
125.48	4	11	7	4	-0.375	1	0	0	1
142.98	4	12	7	4	-0.375	1	0	0	0
159.16	4	13	7	4	-0.375	1	0	1	0
169.95	4	14	7	4	-0.375	1	0	0	0
175.63	4	15	7	4	-0.375	1	0	0	0
191.68	4	16	8	4	-0.375	1	0	1	0
209.63	4	17	8	4	-0.375	1	0	0	0
220.44	4	18	8	4	-0.375	1	1	0	0
231.66	4	19	8	4	-0.375	1	0	0	0
237.52	4	20	8	4	-0.375	1	0	0	0
253.57	4	21	9	2	0	0	1	0	0
271.95	4	22	9	2	0	0	0	0	0
284.94	4	23	9	2	0	0	0	0	1
295.92	4	24	9	2	0	0	0	0	0
301.45	4	25	9	2	0	0	0	0	0
317.49	4	26	10	2	0	0	0	1	0
333.04	4	27	10	2	0	0	0	0	0
348.77	4	28	10	2	0	0	1	0	0
359.83	4	29	10	2	0	0	0	0	0
365.46	4	30	10	2	0	0	0	0	0
381.51	4	31	9	3	0	0	1	0	0
399.29	4	32	9	3	0	0	0	0	0
411.08	4	33	9	3	0	0	0	0	1
421.85	4	34	9	3	0	0	0	0	0
427.15	4	35	9	3	0	0	0	0	0
443.2	4	36	10	3	0	0	0	1	0
456.54	4	37	10	3	0	0	0	0	0
472.17	4	38	10	3	0	0	0	0	1
483.11	4	39	10	3	0	0	0	0	0
488.83	4	40	10	3	0	0	0	0	0
504.87	4	41	9	4	0	0	1	0	0
524.79	4	42	9	4	0	0	0	0	0
536.12	4	43	9	4	0	0	0	1	0
547.01	4	44	9	4	0	0	0	0	0
552.87	4	45	9	4	0	0	0	0	0
568.91	4	46	10	4	0	0	0	1	0
582.3	4	47	10	4	0	0	0	0	0
597.86	4	48	10	4	0	0	0	0	1
608.57	4	49	10	4	0	0	0	0	0
614.51	4	50	10	4	0	0	0	0	0
