onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.018	4	1	9	1	0.5	-1	1	0	0
18.818	4	2	9	1	0.5	-1	0	0	0
30.407	4	3	9	1	0.5	-1	0	1	0
41.067	4	4	9	1	0.5	-1	0	0	0
46.366	4	5	9	1	0.5	-1	0	0	0
62.408	4	6	10	1	0.5	-1	0	1	0
75.319	4	7	10	1	0.5	-1	0	0	0
91.335	4	8	10	1	0.5	-1	1	0	0
102.71	4	9	10	1	0.5	-1	0	0	0
108.06	4	10	10	1	0.5	-1	0	0	0
124.1	4	11	7	4	-0.375	1	0	0	1
141.72	4	12	7	4	-0.375	1	0	0	0
157.22	4	13	7	4	-0.375	1	1	0	0
167.96	4	14	7	4	-0.375	1	0	0	0
173.03	4	15	7	4	-0.375	1	0	0	0
189.07	4	16	8	4	-0.375	1	0	1	0
206.67	4	17	8	4	-0.375	1	0	0	0
217.43	4	18	8	4	-0.375	1	0	0	1
228.11	4	19	8	4	-0.375	1	0	0	0
233.18	4	20	8	4	-0.375	1	0	0	0
249.22	4	21	9	2	0	0	1	0	0
266.69	4	22	9	2	0	0	0	0	0
277.47	4	23	9	2	0	0	0	0	1
289.37	4	24	9	2	0	0	0	0	0
294.68	4	25	9	2	0	0	0	0	0
310.71	4	26	10	2	0	0	0	1	0
324	4	27	10	2	0	0	0	0	0
339.69	4	28	10	2	0	0	0	0	1
352.39	4	29	10	2	0	0	0	0	0
358.35	4	30	10	2	0	0	0	0	0
374.39	4	31	9	3	0	0	1	0	0
391.98	4	32	9	3	0	0	0	0	0
403.3	4	33	9	3	0	0	0	1	0
414.08	4	34	9	3	0	0	0	0	0
419.41	4	35	9	3	0	0	0	0	0
435.45	4	36	10	3	0	0	0	1	0
448.59	4	37	10	3	0	0	0	0	0
464.19	4	38	10	3	0	0	0	0	1
475.2	4	39	10	3	0	0	0	0	0
480.47	4	40	10	3	0	0	0	0	0
496.49	4	41	9	4	0	0	1	0	0
514.1	4	42	9	4	0	0	0	0	0
525.01	4	43	9	4	0	0	0	1	0
535.6	4	44	9	4	0	0	0	0	0
540.86	4	45	9	4	0	0	0	0	0
556.91	4	46	10	4	0	0	0	1	0
569.65	4	47	10	4	0	0	0	0	0
585.17	4	48	10	4	0	0	1	0	0
595.96	4	49	10	4	0	0	0	0	0
601.36	4	50	10	4	0	0	0	0	0
