onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.033	2	1	3	3	-0.25	1	0	0	1
16.462	2	2	3	3	-0.25	1	0	0	0
27.835	2	3	3	3	-0.25	1	0	1	0
38.86	2	4	3	3	-0.25	1	0	0	0
45.237	2	5	3	3	-0.25	1	0	0	0
61.277	2	6	2	3	-0.25	1	0	0	1
77.704	2	7	2	3	-0.25	1	0	0	0
94.747	2	8	2	3	-0.25	1	0	1	0
105.99	2	9	2	3	-0.25	1	0	0	0
112.31	2	10	2	3	-0.25	1	0	0	0
128.35	2	11	4	4	-0.375	-1	0	1	0
142.54	2	12	4	4	-0.375	-1	0	0	0
159.12	2	13	4	4	-0.375	-1	0	0	1
170.78	2	14	4	4	-0.375	-1	0	0	0
177.14	2	15	4	4	-0.375	-1	0	0	0
193.18	2	16	5	1	0.5	1	1	0	0
212.06	2	17	5	1	0.5	1	0	0	0
229.25	2	18	5	1	0.5	1	0	1	0
240.57	2	19	5	1	0.5	1	0	0	0
246.85	2	20	5	1	0.5	1	0	0	0
262.89	2	21	1	4	-0.375	1	1	0	0
282.67	2	22	1	4	-0.375	1	0	0	0
295.18	2	23	1	4	-0.375	1	0	0	1
307.34	2	24	1	4	-0.375	1	0	0	0
314.09	2	25	1	4	-0.375	1	0	0	0
330.14	2	26	6	1	0.5	-1	0	1	0
344.72	2	27	6	1	0.5	-1	0	0	0
356.29	2	28	6	1	0.5	-1	0	0	1
367.35	2	29	6	1	0.5	-1	0	0	0
373.94	2	30	6	1	0.5	-1	0	0	0
389.98	2	31	2	4	-0.375	1	0	0	1
404.6	2	32	2	4	-0.375	1	0	0	0
421.85	2	33	2	4	-0.375	1	0	1	0
433.7	2	34	2	4	-0.375	1	0	0	0
439.8	2	35	2	4	-0.375	1	0	0	0
455.84	2	36	3	4	-0.375	1	0	0	1
469.68	2	37	3	4	-0.375	1	0	0	0
482.23	2	38	3	4	-0.375	1	0	1	0
493.19	2	39	3	4	-0.375	1	0	0	0
499.28	2	40	3	4	-0.375	1	0	0	0
515.32	2	41	5	2	0	1	1	0	0
535.59	2	42	5	2	0	1	0	0	0
552.19	2	43	5	2	0	1	0	1	0
563.55	2	44	5	2	0	1	0	0	0
569.77	2	45	5	2	0	1	0	0	0
585.81	2	46	6	2	0	-1	0	1	0
599.87	2	47	6	2	0	-1	0	0	0
611.34	2	48	6	2	0	-1	0	0	1
622.65	2	49	6	2	0	-1	0	0	0
628.74	2	50	6	2	0	-1	0	0	0
