onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0241	2	1	3	3	-0.25	1	0	1	0
15.476	2	2	3	3	-0.25	1	0	0	0
28.54	2	3	3	3	-0.25	1	0	0	1
40.062	2	4	3	3	-0.25	1	0	0	0
47.367	2	5	3	3	-0.25	1	0	0	0
63.408	2	6	2	3	-0.25	1	1	0	0
77.481	2	7	2	3	-0.25	1	0	0	0
94.756	2	8	2	3	-0.25	1	0	1	0
106.44	2	9	2	3	-0.25	1	0	0	0
113.07	2	10	2	3	-0.25	1	0	0	0
129.11	2	11	4	4	-0.375	1	0	0	1
143.55	2	12	4	4	-0.375	1	0	0	0
160.14	2	13	4	4	-0.375	1	0	1	0
171.4	2	14	4	4	-0.375	1	0	0	0
177.5	2	15	4	4	-0.375	1	0	0	0
193.54	2	16	5	1	0.5	1	0	0	1
212.82	2	17	5	1	0.5	1	0	0	0
230.16	2	18	5	1	0.5	1	0	1	0
241.75	2	19	5	1	0.5	1	0	0	0
247.94	2	20	5	1	0.5	1	0	0	0
263.98	2	21	1	4	-0.375	1	0	0	1
283.38	2	22	1	4	-0.375	1	0	0	0
294.98	2	23	1	4	-0.375	1	1	0	0
306.01	2	24	1	4	-0.375	1	0	0	0
312.55	2	25	1	4	-0.375	1	0	0	0
328.59	2	26	6	1	0.5	-1	0	1	0
342.78	2	27	6	1	0.5	-1	0	0	0
355.38	2	28	6	1	0.5	-1	0	0	1
366.68	2	29	6	1	0.5	-1	0	0	0
373.64	2	30	6	1	0.5	-1	0	0	0
389.68	2	31	2	4	-0.375	1	1	0	0
403.57	2	32	2	4	-0.375	1	0	0	0
420.62	2	33	2	4	-0.375	1	0	1	0
432.24	2	34	2	4	-0.375	1	0	0	0
438.43	2	35	2	4	-0.375	1	0	0	0
454.47	2	36	3	4	-0.375	1	0	1	0
468.3	2	37	3	4	-0.375	1	0	0	0
481.33	2	38	3	4	-0.375	1	0	0	1
492.72	2	39	3	4	-0.375	1	0	0	0
501.86	2	40	3	4	-0.375	1	0	0	0
517.91	2	41	5	2	0	1	0	0	1
536.29	2	42	5	2	0	1	0	0	0
553.2	2	43	5	2	0	1	0	1	0
566.4	2	44	5	2	0	1	0	0	0
571.83	2	45	5	2	0	1	0	0	0
587.87	2	46	6	2	0	-1	0	1	0
602.02	2	47	6	2	0	-1	0	0	0
618.98	2	48	6	2	0	-1	0	0	1
634.83	2	49	6	2	0	-1	0	0	0
641.36	2	50	6	2	0	-1	0	0	0
