onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0312	2	1	3	3	-0.25	1	0	0	1
16.743	2	2	3	3	-0.25	1	0	0	0
29.525	2	3	3	3	-0.25	1	0	1	0
40.666	2	4	3	3	-0.25	1	0	0	0
46.976	2	5	3	3	-0.25	1	0	0	0
63.016	2	6	2	3	-0.25	1	0	0	1
80.687	2	7	2	3	-0.25	1	0	0	0
97.962	2	8	2	3	-0.25	1	0	1	0
110.18	2	9	2	3	-0.25	1	0	0	0
117.01	2	10	2	3	-0.25	1	0	0	0
133.05	2	11	4	4	-0.375	1	0	1	0
147.63	2	12	4	4	-0.375	1	0	0	0
163.93	2	13	4	4	-0.375	1	1	0	0
175.82	2	14	4	4	-0.375	1	0	0	0
181.68	2	15	4	4	-0.375	1	0	0	0
197.72	2	16	5	1	0.5	1	1	0	0
218.64	2	17	5	1	0.5	1	0	0	0
234.85	2	18	5	1	0.5	1	0	1	0
246.09	2	19	5	1	0.5	1	0	0	0
252.16	2	20	5	1	0.5	1	0	0	0
268.2	2	21	1	4	-0.375	1	1	0	0
287.28	2	22	1	4	-0.375	1	0	0	0
298.86	2	23	1	4	-0.375	1	0	0	1
310.19	2	24	1	4	-0.375	1	0	0	0
316.78	2	25	1	4	-0.375	1	0	0	0
332.82	2	26	6	1	0.5	-1	0	1	0
348.2	2	27	6	1	0.5	-1	0	0	0
361.07	2	28	6	1	0.5	-1	0	0	1
372.26	2	29	6	1	0.5	-1	0	0	0
378.37	2	30	6	1	0.5	-1	0	0	0
394.41	2	31	2	4	-0.375	1	0	0	1
407.85	2	32	2	4	-0.375	1	0	0	0
423.8	2	33	2	4	-0.375	1	0	1	0
434.86	2	34	2	4	-0.375	1	0	0	0
441.12	2	35	2	4	-0.375	1	0	0	0
457.16	2	36	3	4	-0.375	1	0	0	1
472.08	2	37	3	4	-0.375	1	0	0	0
483.9	2	38	3	4	-0.375	1	0	1	0
495.04	2	39	3	4	-0.375	1	0	0	0
501.47	2	40	3	4	-0.375	1	0	0	0
517.51	2	41	5	2	0	1	1	0	0
536.37	2	42	5	2	0	1	0	0	0
552.84	2	43	5	2	0	1	0	1	0
564.13	2	44	5	2	0	1	0	0	0
569.86	2	45	5	2	0	1	0	0	0
585.9	2	46	6	2	0	1	0	1	0
600.7	2	47	6	2	0	1	0	0	0
612.87	2	48	6	2	0	1	1	0	0
623.96	2	49	6	2	0	1	0	0	0
629.97	2	50	6	2	0	1	0	0	0
