onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0241	2	1	3	3	-0.25	1	0	1	0
13.47	2	2	3	3	-0.25	1	0	0	0
25.008	2	3	3	3	-0.25	1	1	0	0
36.332	2	4	3	3	-0.25	1	0	0	0
41.813	2	5	3	3	-0.25	1	0	0	0
56.843	2	6	2	3	-0.25	1	0	0	1
69.638	2	7	2	3	-0.25	1	0	0	0
83.813	2	8	2	3	-0.25	1	1	0	0
94.938	2	9	2	3	-0.25	1	0	0	0
100.25	2	10	2	3	-0.25	1	0	0	0
115.28	2	11	4	4	-0.375	1	0	1	0
128.73	2	12	4	4	-0.375	1	0	0	0
143.94	2	13	4	4	-0.375	1	0	0	1
155.25	2	14	4	4	-0.375	1	0	0	0
161	2	15	4	4	-0.375	1	0	0	0
176.03	2	16	5	1	0.5	1	1	0	0
193.3	2	17	5	1	0.5	1	0	0	0
207.49	2	18	5	1	0.5	1	0	0	1
219.34	2	19	5	1	0.5	1	0	0	0
225.24	2	20	5	1	0.5	1	0	0	0
240.27	2	21	1	4	-0.375	1	1	0	0
257.49	2	22	1	4	-0.375	1	0	0	0
268.12	2	23	1	4	-0.375	1	0	1	0
279.69	2	24	1	4	-0.375	1	0	0	0
285.11	2	25	1	4	-0.375	1	0	0	0
300.14	2	26	6	1	0.5	-1	0	0	1
313.35	2	27	6	1	0.5	-1	0	0	0
324.22	2	28	6	1	0.5	-1	1	0	0
335.35	2	29	6	1	0.5	-1	0	0	0
340.83	2	30	6	1	0.5	-1	0	0	0
355.86	2	31	2	4	-0.375	1	0	0	1
370.18	2	32	2	4	-0.375	1	0	0	0
385.68	2	33	2	4	-0.375	1	1	0	0
397.07	2	34	2	4	-0.375	1	0	0	0
402.3	2	35	2	4	-0.375	1	0	0	0
417.33	2	36	3	4	-0.375	1	0	1	0
431.87	2	37	3	4	-0.375	1	0	0	0
446.27	2	38	3	4	-0.375	1	1	0	0
457.7	2	39	3	4	-0.375	1	0	0	0
463.11	2	40	3	4	-0.375	1	0	0	0
478.14	2	41	5	2	0	1	1	0	0
496.11	2	42	5	2	0	1	0	0	0
510.63	2	43	5	2	0	1	0	0	1
522.21	2	44	5	2	0	1	0	0	0
527.36	2	45	5	2	0	1	0	0	0
542.39	2	46	6	2	0	1	0	0	1
555.71	2	47	6	2	0	1	0	0	0
569.55	2	48	6	2	0	1	0	1	0
581.71	2	49	6	2	0	1	0	0	0
587.82	2	50	6	2	0	1	0	0	0
