onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0293	4	1	9	1	0.5	-1	1	0	0
19.858	4	2	9	1	0.5	-1	0	0	0
31.563	4	3	9	1	0.5	-1	0	1	0
42.405	4	4	9	1	0.5	-1	0	0	0
47.903	4	5	9	1	0.5	-1	0	0	0
63.944	4	6	10	1	0.5	-1	0	1	0
79.011	4	7	10	1	0.5	-1	0	0	0
95.159	4	8	10	1	0.5	-1	1	0	0
106.22	4	9	10	1	0.5	-1	0	0	0
111.73	4	10	10	1	0.5	-1	0	0	0
127.77	4	11	7	4	-0.375	1	1	0	0
145.86	4	12	7	4	-0.375	1	0	0	0
162.01	4	13	7	4	-0.375	1	0	0	1
172.98	4	14	7	4	-0.375	1	0	0	0
178.63	4	15	7	4	-0.375	1	0	0	0
194.65	4	16	8	4	-0.375	1	0	1	0
213.86	4	17	8	4	-0.375	1	0	0	0
225.8	4	18	8	4	-0.375	1	1	0	0
236.64	4	19	8	4	-0.375	1	0	0	0
242.82	4	20	8	4	-0.375	1	0	0	0
258.85	4	21	9	2	0	0	1	0	0
276.88	4	22	9	2	0	0	0	0	0
290.44	4	23	9	2	0	0	0	0	1
302.35	4	24	9	2	0	0	0	0	0
308.11	4	25	9	2	0	0	0	0	0
324.15	4	26	10	2	0	0	0	1	0
338.34	4	27	10	2	0	0	0	0	0
354.72	4	28	10	2	0	0	0	0	1
365.84	4	29	10	2	0	0	0	0	0
371.29	4	30	10	2	0	0	0	0	0
387.33	4	31	9	3	0	0	1	0	0
407.41	4	32	9	3	0	0	0	0	0
421.58	4	33	9	3	0	0	0	1	0
432.94	4	34	9	3	0	0	0	0	0
438.92	4	35	9	3	0	0	0	0	0
454.94	4	36	10	3	0	0	0	1	0
469.02	4	37	10	3	0	0	0	0	0
485.38	4	38	10	3	0	0	1	0	0
497.02	4	39	10	3	0	0	0	0	0
502.38	4	40	10	3	0	0	0	0	0
518.41	4	41	9	4	0	0	1	0	0
538.25	4	42	9	4	0	0	0	0	0
550.17	4	43	9	4	0	0	0	0	1
563.27	4	44	9	4	0	0	0	0	0
569.81	4	45	9	4	0	0	0	0	0
585.85	4	46	10	4	0	0	0	1	0
599.69	4	47	10	4	0	0	0	0	0
616.04	4	48	10	4	0	0	0	0	1
627.01	4	49	10	4	0	0	0	0	0
632.51	4	50	10	4	0	0	0	0	0
