onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0282	4	1	9	1	0.5	-1	1	0	0
20.437	4	2	9	1	0.5	-1	0	0	0
33.866	4	3	9	1	0.5	-1	0	1	0
44.891	4	4	9	1	0.5	-1	0	0	0
51.267	4	5	9	1	0.5	-1	0	0	0
67.308	4	6	10	1	0.5	-1	0	1	0
81.513	4	7	10	1	0.5	-1	0	0	0
98.009	4	8	10	1	0.5	-1	1	0	0
109.35	4	9	10	1	0.5	-1	0	0	0
115.87	4	10	10	1	0.5	-1	0	0	0
131.92	4	11	7	4	-0.375	1	0	0	1
150.45	4	12	7	4	-0.375	1	0	0	0
167.66	4	13	7	4	-0.375	1	1	0	0
178.62	4	14	7	4	-0.375	1	0	0	0
184.25	4	15	7	4	-0.375	1	0	0	0
200.29	4	16	8	4	-0.375	1	0	1	0
220.78	4	17	8	4	-0.375	1	0	0	0
232.36	4	18	8	4	-0.375	1	0	0	1
243.19	4	19	8	4	-0.375	1	0	0	0
249.27	4	20	8	4	-0.375	1	0	0	0
265.31	4	21	9	2	0	0	1	0	0
283.94	4	22	9	2	0	0	0	0	0
296.51	4	23	9	2	0	0	0	0	1
307.6	4	24	9	2	0	0	0	0	0
313.36	4	25	9	2	0	0	0	0	0
329.4	4	26	10	2	0	0	0	1	0
343.14	4	27	10	2	0	0	0	0	0
359.89	4	28	10	2	0	0	0	0	1
371.86	4	29	10	2	0	0	0	0	0
378.12	4	30	10	2	0	0	0	0	0
394.16	4	31	9	3	0	0	1	0	0
414.17	4	32	9	3	0	0	0	0	0
427.3	4	33	9	3	0	0	0	1	0
438.14	4	34	9	3	0	0	0	0	0
444.27	4	35	9	3	0	0	0	0	0
460.31	4	36	10	3	0	0	0	1	0
473.79	4	37	10	3	0	0	0	0	0
489.88	4	38	10	3	0	0	0	0	1
500.99	4	39	10	3	0	0	0	0	0
506.59	4	40	10	3	0	0	0	0	0
522.63	4	41	9	4	0	0	1	0	0
543.67	4	42	9	4	0	0	0	0	0
555.57	4	43	9	4	0	0	0	0	1
566.84	4	44	9	4	0	0	0	0	0
572.69	4	45	9	4	0	0	0	0	0
588.73	4	46	10	4	0	0	0	1	0
612.37	4	47	10	4	0	0	0	0	0
628.88	4	48	10	4	0	0	1	0	0
640.45	4	49	10	4	0	0	0	0	0
646.48	4	50	10	4	0	0	0	0	0
