onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.096	1	1	1	1	0.5	1	1	0	0
19.622	1	2	1	1	0.5	1	0	0	0
31.044	1	3	1	1	0.5	1	0	1	0
42.5	1	4	1	1	0.5	1	0	0	0
48.663	1	5	1	1	0.5	1	0	0	0
63.693	1	6	3	1	0.5	-1	0	1	0
76.304	1	7	3	1	0.5	-1	0	0	0
87.164	1	8	3	1	0.5	-1	0	0	1
98.785	1	9	3	1	0.5	-1	0	0	0
118.91	1	10	3	1	0.5	-1	0	0	0
133.94	1	11	2	1	0.5	1	0	0	1
146.85	1	12	2	1	0.5	1	0	0	0
161.44	1	13	2	1	0.5	1	1	0	0
172.86	1	14	2	1	0.5	1	0	0	0
178.69	1	15	2	1	0.5	1	0	0	0
193.72	1	16	4	1	0.5	-1	0	1	0
206.48	1	17	4	1	0.5	-1	0	0	0
220.84	1	18	4	1	0.5	-1	1	0	0
231.98	1	19	4	1	0.5	-1	0	0	0
237.96	1	20	4	1	0.5	-1	0	0	0
252.99	1	21	2	2	0	1	0	0	1
266.07	1	22	2	2	0	1	0	0	0
280.44	1	23	2	2	0	1	1	0	0
292.01	1	24	2	2	0	1	0	0	0
298.32	1	25	2	2	0	1	0	0	0
313.35	1	26	3	2	0	1	0	1	0
325.82	1	27	3	2	0	1	0	0	0
335.45	1	28	3	2	0	1	1	0	0
346.37	1	29	3	2	0	1	0	0	0
351.82	1	30	3	2	0	1	0	0	0
366.85	1	31	1	2	0	1	1	0	0
382.98	1	32	1	2	0	1	0	0	0
392.99	1	33	1	2	0	1	0	1	0
404.18	1	34	1	2	0	1	0	0	0
410.01	1	35	1	2	0	1	0	0	0
425.04	1	36	4	2	0	1	0	1	0
437.31	1	37	4	2	0	1	0	0	0
451.17	1	38	4	2	0	1	0	0	1
462.51	1	39	4	2	0	1	0	0	0
467.89	1	40	4	2	0	1	0	0	0
482.92	1	41	1	3	-0.25	1	1	0	0
502.16	1	42	1	3	-0.25	1	0	0	0
512.33	1	43	1	3	-0.25	1	0	1	0
523.35	1	44	1	3	-0.25	1	0	0	0
528.43	1	45	1	3	-0.25	1	0	0	0
543.47	1	46	4	3	-0.25	1	0	1	0
555.96	1	47	4	3	-0.25	1	0	0	0
569.79	1	48	4	3	-0.25	1	0	0	1
580.75	1	49	4	3	-0.25	1	0	0	0
585.85	1	50	4	3	-0.25	1	0	0	0
