onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.1099	1	1	1	1	0.5	1	1	0	0
30.329	1	2	1	1	0.5	1	0	0	0
45.797	1	3	1	1	0.5	1	0	1	0
58.331	1	4	1	1	0.5	1	0	0	0
67.064	1	5	1	1	0.5	1	0	0	0
82.096	1	6	3	1	0.5	-1	0	1	0
118.65	1	7	3	1	0.5	-1	0	0	0
132.44	1	8	3	1	0.5	-1	0	0	1
144.41	1	9	3	1	0.5	-1	0	0	0
151.88	1	10	3	1	0.5	-1	0	0	0
166.91	1	11	2	1	0.5	1	0	0	1
185.74	1	12	2	1	0.5	1	0	0	0
198.69	1	13	2	1	0.5	1	1	0	0
210.66	1	14	2	1	0.5	1	0	0	0
217.18	1	15	2	1	0.5	1	0	0	0
232.22	1	16	4	1	0.5	-1	0	1	0
250.73	1	17	4	1	0.5	-1	0	0	0
262.82	1	18	4	1	0.5	-1	1	0	0
274.85	1	19	4	1	0.5	-1	0	0	0
282.06	1	20	4	1	0.5	-1	0	0	0
297.09	1	21	2	2	0	1	0	0	1
317.34	1	22	2	2	0	1	0	0	0
334.75	1	23	2	2	0	1	1	0	0
346.74	1	24	2	2	0	1	0	0	0
353.89	1	25	2	2	0	1	0	0	0
368.93	1	26	3	2	0	1	0	1	0
384.67	1	27	3	2	0	1	0	0	0
397.93	1	28	3	2	0	1	1	0	0
409.44	1	29	3	2	0	1	0	0	0
416.26	1	30	3	2	0	1	0	0	0
431.3	1	31	1	2	0	1	1	0	0
454.98	1	32	1	2	0	1	0	0	0
468.78	1	33	1	2	0	1	0	1	0
480.43	1	34	1	2	0	1	0	0	0
486.82	1	35	1	2	0	1	0	0	0
501.86	1	36	4	2	0	1	0	1	0
518.96	1	37	4	2	0	1	0	0	0
530.95	1	38	4	2	0	1	0	0	1
542.57	1	39	4	2	0	1	0	0	0
549.48	1	40	4	2	0	1	0	0	0
564.51	1	41	1	3	-0.25	1	1	0	0
583.42	1	42	1	3	-0.25	1	0	0	0
595.95	1	43	1	3	-0.25	1	0	1	0
607.92	1	44	1	3	-0.25	1	0	0	0
613.84	1	45	1	3	-0.25	1	0	0	0
628.87	1	46	4	3	-0.25	1	0	1	0
644.75	1	47	4	3	-0.25	1	0	0	0
657.26	1	48	4	3	-0.25	1	0	0	1
669.38	1	49	4	3	-0.25	1	0	0	0
676.16	1	50	4	3	-0.25	1	0	0	0
