onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0206	4	1	9	1	0.5	-1	1	0	0
21.341	4	2	9	1	0.5	-1	0	0	0
34.472	4	3	9	1	0.5	-1	0	1	0
45.977	4	4	9	1	0.5	-1	0	0	0
51.856	4	5	9	1	0.5	-1	0	0	0
67.899	4	6	10	1	0.5	-1	0	1	0
82.75	4	7	10	1	0.5	-1	0	0	0
95.35	4	8	10	1	0.5	-1	1	0	0
106.89	4	9	10	1	0.5	-1	0	0	0
113.02	4	10	10	1	0.5	-1	0	0	0
129.06	4	11	7	4	-0.375	1	1	0	0
147.66	4	12	7	4	-0.375	1	0	0	0
163.03	4	13	7	4	-0.375	1	0	0	1
174.12	4	14	7	4	-0.375	1	0	0	0
179.56	4	15	7	4	-0.375	1	0	0	0
195.61	4	16	8	4	-0.375	-1	0	1	0
213.24	4	17	8	4	-0.375	-1	0	0	0
225.4	4	18	8	4	-0.375	-1	0	0	1
237	4	19	8	4	-0.375	-1	0	0	0
242.48	4	20	8	4	-0.375	-1	0	0	0
258.52	4	21	9	2	0	0	1	0	0
278.18	4	22	9	2	0	0	0	0	0
295.29	4	23	9	2	0	0	0	0	1
306.76	4	24	9	2	0	0	0	0	0
312.73	4	25	9	2	0	0	0	0	0
328.78	4	26	10	2	0	0	0	1	0
346.36	4	27	10	2	0	0	0	0	0
363.13	4	28	10	2	0	0	1	0	0
374.94	4	29	10	2	0	0	0	0	0
380.83	4	30	10	2	0	0	0	0	0
396.88	4	31	9	3	0	0	1	0	0
417.43	4	32	9	3	0	0	0	0	0
430.05	4	33	9	3	0	0	0	1	0
442.5	4	34	9	3	0	0	0	0	0
448.09	4	35	9	3	0	0	0	0	0
464.14	4	36	10	3	0	0	0	1	0
479.12	4	37	10	3	0	0	0	0	0
495.5	4	38	10	3	0	0	0	0	1
509.23	4	39	10	3	0	0	0	0	0
515.19	4	40	10	3	0	0	0	0	0
531.23	4	41	9	4	0	0	1	0	0
552.78	4	42	9	4	0	0	0	0	0
564.75	4	43	9	4	0	0	0	1	0
578.31	4	44	9	4	0	0	0	0	0
584.8	4	45	9	4	0	0	0	0	0
600.85	4	46	10	4	0	0	0	1	0
618.8	4	47	10	4	0	0	0	0	0
636.34	4	48	10	4	0	0	0	0	1
649.95	4	49	10	4	0	0	0	0	0
655.61	4	50	10	4	0	0	0	0	0
