onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0268	2	1	3	3	-0.25	1	0	1	0
15.826	2	2	3	3	-0.25	1	0	0	0
27.034	2	3	3	3	-0.25	1	1	0	0
39.103	2	4	3	3	-0.25	1	0	0	0
44.783	2	5	3	3	-0.25	1	0	0	0
59.813	2	6	2	3	-0.25	1	0	0	1
73.139	2	7	2	3	-0.25	1	0	0	0
88.077	2	8	2	3	-0.25	1	1	0	0
99.93	2	9	2	3	-0.25	1	0	0	0
105.53	2	10	2	3	-0.25	1	0	0	0
120.56	2	11	4	4	-0.375	1	0	1	0
133.37	2	12	4	4	-0.375	1	0	0	0
148.12	2	13	4	4	-0.375	1	0	0	1
159.27	2	14	4	4	-0.375	1	0	0	0
165.29	2	15	4	4	-0.375	1	0	0	0
180.32	2	16	5	1	0.5	1	1	0	0
198.16	2	17	5	1	0.5	1	0	0	0
212.98	2	18	5	1	0.5	1	0	0	1
224.65	2	19	5	1	0.5	1	0	0	0
230.76	2	20	5	1	0.5	1	0	0	0
245.79	2	21	1	4	-0.375	1	1	0	0
262.77	2	22	1	4	-0.375	1	0	0	0
273.69	2	23	1	4	-0.375	1	0	1	0
284.73	2	24	1	4	-0.375	1	0	0	0
290.46	2	25	1	4	-0.375	1	0	0	0
305.49	2	26	6	1	0.5	-1	0	0	1
318.5	2	27	6	1	0.5	-1	0	0	0
329.7	2	28	6	1	0.5	-1	1	0	0
341.12	2	29	6	1	0.5	-1	0	0	0
346.67	2	30	6	1	0.5	-1	0	0	0
361.7	2	31	2	4	-0.375	1	0	0	1
374.84	2	32	2	4	-0.375	1	0	0	0
389.81	2	33	2	4	-0.375	1	1	0	0
401.17	2	34	2	4	-0.375	1	0	0	0
406.68	2	35	2	4	-0.375	1	0	0	0
421.71	2	36	3	4	-0.375	1	0	1	0
435.22	2	37	3	4	-0.375	1	0	0	0
446.33	2	38	3	4	-0.375	1	1	0	0
457.48	2	39	3	4	-0.375	1	0	0	0
462.85	2	40	3	4	-0.375	1	0	0	0
477.88	2	41	5	2	0	1	1	0	0
494.46	2	42	5	2	0	1	0	0	0
509.16	2	43	5	2	0	1	0	0	1
520.09	2	44	5	2	0	1	0	0	0
526.31	2	45	5	2	0	1	0	0	0
541.34	2	46	6	2	0	1	0	0	1
554.09	2	47	6	2	0	1	0	0	0
564.78	2	48	6	2	0	1	0	1	0
576.67	2	49	6	2	0	1	0	0	0
582.13	2	50	6	2	0	1	0	0	0
