onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0195	2	1	3	3	-0.25	1	0	1	0
20.727	2	2	3	3	-0.25	1	0	0	0
33.21	2	3	3	3	-0.25	1	1	0	0
45.214	2	4	3	3	-0.25	1	0	0	0
51.657	2	5	3	3	-0.25	1	0	0	0
66.691	2	6	2	3	-0.25	1	0	0	1
82.533	2	7	2	3	-0.25	1	0	0	0
100.32	2	8	2	3	-0.25	1	1	0	0
111.98	2	9	2	3	-0.25	1	0	0	0
118.69	2	10	2	3	-0.25	1	0	0	0
133.72	2	11	4	4	-0.375	1	0	1	0
148.57	2	12	4	4	-0.375	1	0	0	0
165.3	2	13	4	4	-0.375	1	0	0	1
176.9	2	14	4	4	-0.375	1	0	0	0
183.19	2	15	4	4	-0.375	1	0	0	0
198.23	2	16	5	1	0.5	1	1	0	0
216.69	2	17	5	1	0.5	1	0	0	0
234.38	2	18	5	1	0.5	1	0	0	1
246.88	2	19	5	1	0.5	1	0	0	0
253.02	2	20	5	1	0.5	1	0	0	0
268.06	2	21	1	4	-0.375	1	1	0	0
283.95	2	22	1	4	-0.375	1	0	0	0
297.76	2	23	1	4	-0.375	1	0	1	0
309.52	2	24	1	4	-0.375	1	0	0	0
315.66	2	25	1	4	-0.375	1	0	0	0
330.69	2	26	6	1	0.5	-1	0	0	1
347.17	2	27	6	1	0.5	-1	0	0	0
360.79	2	28	6	1	0.5	-1	1	0	0
372.6	2	29	6	1	0.5	-1	0	0	0
379.52	2	30	6	1	0.5	-1	0	0	0
394.56	2	31	2	4	-0.375	1	0	0	1
409.54	2	32	2	4	-0.375	1	0	0	0
426.21	2	33	2	4	-0.375	1	1	0	0
437.65	2	34	2	4	-0.375	1	0	0	0
443.72	2	35	2	4	-0.375	1	0	0	0
458.75	2	36	3	4	-0.375	1	0	1	0
473.32	2	37	3	4	-0.375	1	0	0	0
487.21	2	38	3	4	-0.375	1	1	0	0
499.1	2	39	3	4	-0.375	1	0	0	0
505.09	2	40	3	4	-0.375	1	0	0	0
520.13	2	41	5	2	0	-1	1	0	0
541.95	2	42	5	2	0	-1	0	0	0
554.87	2	43	5	2	0	-1	0	1	0
567.24	2	44	5	2	0	-1	0	0	0
573.66	2	45	5	2	0	-1	0	0	0
588.7	2	46	6	2	0	1	0	0	1
608.42	2	47	6	2	0	1	0	0	0
620.39	2	48	6	2	0	1	0	1	0
632.72	2	49	6	2	0	1	0	0	0
638.87	2	50	6	2	0	1	0	0	0
