onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0182	3	1	7	1	0.5	1	1	0	0
20.211	3	2	7	1	0.5	1	0	0	0
36.376	3	3	7	1	0.5	1	0	0	1
47.484	3	4	7	1	0.5	1	0	0	0
52.949	3	5	7	1	0.5	1	0	0	0
68.991	3	6	8	1	0.5	-1	0	1	0
87.936	3	7	8	1	0.5	-1	0	0	0
99.907	3	8	8	1	0.5	-1	0	0	1
111.21	3	9	8	1	0.5	-1	0	0	0
116.93	3	10	8	1	0.5	-1	0	0	0
132.95	3	11	6	3	-0.25	1	0	1	0
146.68	3	12	6	3	-0.25	1	0	0	0
159.23	3	13	6	3	-0.25	1	1	0	0
171.01	3	14	6	3	-0.25	1	0	0	0
177.09	3	15	6	3	-0.25	1	0	0	0
193.14	3	16	5	3	-0.25	1	0	0	1
211.95	3	17	5	3	-0.25	1	0	0	0
229.59	3	18	5	3	-0.25	1	0	1	0
241.26	3	19	5	3	-0.25	1	0	0	0
247.5	3	20	5	3	-0.25	1	0	0	0
263.55	3	21	8	2	0	1	0	1	0
282.41	3	22	8	2	0	1	0	0	0
294.15	3	23	8	2	0	1	1	0	0
305.67	3	24	8	2	0	1	0	0	0
311.45	3	25	8	2	0	1	0	0	0
327.47	3	26	7	2	0	1	1	0	0
346.47	3	27	7	2	0	1	0	0	0
363.98	3	28	7	2	0	1	0	0	1
376.74	3	29	7	2	0	1	0	0	0
383.12	3	30	7	2	0	1	0	0	0
399.16	3	31	8	3	-0.25	1	0	1	0
417.86	3	32	8	3	-0.25	1	0	0	0
431.39	3	33	8	3	-0.25	1	1	0	0
442.86	3	34	8	3	-0.25	1	0	0	0
451.03	3	35	8	3	-0.25	1	0	0	0
467.12	3	36	7	3	-0.25	1	1	0	0
485.14	3	37	7	3	-0.25	1	0	0	0
499.1	3	38	7	3	-0.25	1	0	0	1
510.6	3	39	7	3	-0.25	1	0	0	0
516.12	3	40	7	3	-0.25	1	0	0	0
532.16	3	41	5	4	-0.375	1	0	0	1
551.39	3	42	5	4	-0.375	1	0	0	0
572.42	3	43	5	4	-0.375	1	0	1	0
586.07	3	44	5	4	-0.375	1	0	0	0
592.3	3	45	5	4	-0.375	1	0	0	0
608.34	3	46	6	4	-0.375	1	0	1	0
623.19	3	47	6	4	-0.375	1	0	0	0
636.85	3	48	6	4	-0.375	1	1	0	0
648.85	3	49	6	4	-0.375	1	0	0	0
654.92	3	50	6	4	-0.375	1	0	0	0
