onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0191	4	1	9	1	0.5	-1	1	0	0
20.096	4	2	9	1	0.5	-1	0	0	0
31.983	4	3	9	1	0.5	-1	0	1	0
43.108	4	4	9	1	0.5	-1	0	0	0
49.434	4	5	9	1	0.5	-1	0	0	0
65.475	4	6	10	1	0.5	-1	0	1	0
80.328	4	7	10	1	0.5	-1	0	0	0
97.686	4	8	10	1	0.5	-1	1	0	0
108.96	4	9	10	1	0.5	-1	0	0	0
114.66	4	10	10	1	0.5	-1	0	0	0
130.7	4	11	7	4	-0.375	1	1	0	0
149.35	4	12	7	4	-0.375	1	0	0	0
166.74	4	13	7	4	-0.375	1	0	0	1
178.03	4	14	7	4	-0.375	1	0	0	0
184.01	4	15	7	4	-0.375	1	0	0	0
200.05	4	16	8	4	-0.375	-1	0	1	0
218.58	4	17	8	4	-0.375	-1	0	0	0
230.88	4	18	8	4	-0.375	-1	0	0	1
242.27	4	19	8	4	-0.375	-1	0	0	0
247.83	4	20	8	4	-0.375	-1	0	0	0
263.88	4	21	9	2	0	0	1	0	0
282.11	4	22	9	2	0	0	0	0	0
293.98	4	23	9	2	0	0	0	0	1
305.65	4	24	9	2	0	0	0	0	0
311.1	4	25	9	2	0	0	0	0	0
327.14	4	26	10	2	0	0	0	1	0
342.33	4	27	10	2	0	0	0	0	0
358.85	4	28	10	2	0	0	0	0	1
370.05	4	29	10	2	0	0	0	0	0
375.59	4	30	10	2	0	0	0	0	0
391.63	4	31	9	3	0	0	1	0	0
411.82	4	32	9	3	0	0	0	0	0
423.56	4	33	9	3	0	0	0	0	1
434.69	4	34	9	3	0	0	0	0	0
440.38	4	35	9	3	0	0	0	0	0
456.43	4	36	10	3	0	0	0	1	0
470.31	4	37	10	3	0	0	0	0	0
486.83	4	38	10	3	0	0	0	0	1
497.92	4	39	10	3	0	0	0	0	0
503.35	4	40	10	3	0	0	0	0	0
519.39	4	41	9	4	0	0	1	0	0
537.94	4	42	9	4	0	0	0	0	0
550.29	4	43	9	4	0	0	0	1	0
561.3	4	44	9	4	0	0	0	0	0
567.15	4	45	9	4	0	0	0	0	0
583.19	4	46	10	4	0	0	0	1	0
597.86	4	47	10	4	0	0	0	0	0
614.22	4	48	10	4	0	0	1	0	0
625.08	4	49	10	4	0	0	0	0	0
631.14	4	50	10	4	0	0	0	0	0
