onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0822	1	1	1	1	0.5	1	1	0	0
23.454	1	2	1	1	0.5	1	0	0	0
36.618	1	3	1	1	0.5	1	0	0	1
48.389	1	4	1	1	0.5	1	0	0	0
54.966	1	5	1	1	0.5	1	0	0	0
71.005	1	6	3	1	0.5	-1	0	0	1
95.903	1	7	3	1	0.5	-1	0	0	0
108.44	1	8	3	1	0.5	-1	1	0	0
120.04	1	9	3	1	0.5	-1	0	0	0
128.47	1	10	3	1	0.5	-1	0	0	0
144.51	1	11	2	1	0.5	1	0	0	1
160.25	1	12	2	1	0.5	1	0	0	0
177.37	1	13	2	1	0.5	1	0	1	0
188.91	1	14	2	1	0.5	1	0	0	0
196.33	1	15	2	1	0.5	1	0	0	0
212.37	1	16	4	1	0.5	-1	0	1	0
227.32	1	17	4	1	0.5	-1	0	0	0
244.2	1	18	4	1	0.5	-1	0	0	1
255.77	1	19	4	1	0.5	-1	0	0	0
262.81	1	20	4	1	0.5	-1	0	0	0
278.85	1	21	2	2	0	1	0	0	1
292.94	1	22	2	2	0	1	0	0	0
308.94	1	23	2	2	0	1	0	1	0
320.45	1	24	2	2	0	1	0	0	0
326.82	1	25	2	2	0	1	0	0	0
342.86	1	26	3	2	0	-1	0	0	1
358.81	1	27	3	2	0	-1	0	0	0
370.81	1	28	3	2	0	-1	1	0	0
382.15	1	29	3	2	0	-1	0	0	0
388.63	1	30	3	2	0	-1	0	0	0
404.67	1	31	1	2	0	1	1	0	0
424.61	1	32	1	2	0	1	0	0	0
436.75	1	33	1	2	0	1	0	0	1
448.14	1	34	1	2	0	1	0	0	0
454.78	1	35	1	2	0	1	0	0	0
470.82	1	36	4	2	0	-1	0	1	0
487.33	1	37	4	2	0	-1	0	0	0
503.66	1	38	4	2	0	-1	0	0	1
515.11	1	39	4	2	0	-1	0	0	0
522.75	1	40	4	2	0	-1	0	0	0
538.79	1	41	1	3	-0.25	1	1	0	0
558	1	42	1	3	-0.25	1	0	0	0
569.89	1	43	1	3	-0.25	1	0	0	1
581.1	1	44	1	3	-0.25	1	0	0	0
588.24	1	45	1	3	-0.25	1	0	0	0
604.28	1	46	4	3	-0.25	1	0	1	0
619.43	1	47	4	3	-0.25	1	0	0	0
635.69	1	48	4	3	-0.25	1	1	0	0
647.08	1	49	4	3	-0.25	1	0	0	0
653.97	1	50	4	3	-0.25	1	0	0	0
