onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0884	1	1	1	1	0.5	1	1	0	0
17.095	1	2	1	1	0.5	1	0	0	0
34.917	1	3	1	1	0.5	1	0	0	1
47.799	1	4	1	1	0.5	1	0	0	0
54.26	1	5	1	1	0.5	1	0	0	0
70.3	1	6	3	1	0.5	-1	0	0	1
88.699	1	7	3	1	0.5	-1	0	0	0
104.7	1	8	3	1	0.5	-1	1	0	0
118.08	1	9	3	1	0.5	-1	0	0	0
124.95	1	10	3	1	0.5	-1	0	0	0
140.99	1	11	2	1	0.5	1	0	0	1
160.3	1	12	2	1	0.5	1	0	0	0
178.71	1	13	2	1	0.5	1	0	1	0
191.12	1	14	2	1	0.5	1	0	0	0
197.93	1	15	2	1	0.5	1	0	0	0
213.97	1	16	4	1	0.5	-1	0	1	0
229.95	1	17	4	1	0.5	-1	0	0	0
249.25	1	18	4	1	0.5	-1	0	0	1
261.25	1	19	4	1	0.5	-1	0	0	0
269.33	1	20	4	1	0.5	-1	0	0	0
285.38	1	21	2	2	0	1	0	0	1
301.82	1	22	2	2	0	1	0	0	0
320.11	1	23	2	2	0	1	0	1	0
332.69	1	24	2	2	0	1	0	0	0
339.38	1	25	2	2	0	1	0	0	0
355.42	1	26	3	2	0	1	0	0	1
374.27	1	27	3	2	0	1	0	0	0
389.99	1	28	3	2	0	1	0	1	0
402.29	1	29	3	2	0	1	0	0	0
409.63	1	30	3	2	0	1	0	0	0
425.67	1	31	1	2	0	1	1	0	0
440.92	1	32	1	2	0	1	0	0	0
456.62	1	33	1	2	0	1	0	0	1
468.97	1	34	1	2	0	1	0	0	0
479.49	1	35	1	2	0	1	0	0	0
495.53	1	36	4	2	0	1	0	1	0
512.62	1	37	4	2	0	1	0	0	0
526.78	1	38	4	2	0	1	1	0	0
539.46	1	39	4	2	0	1	0	0	0
545.56	1	40	4	2	0	1	0	0	0
561.6	1	41	1	3	-0.25	1	1	0	0
575.93	1	42	1	3	-0.25	1	0	0	0
590.14	1	43	1	3	-0.25	1	0	0	1
603.07	1	44	1	3	-0.25	1	0	0	0
609.93	1	45	1	3	-0.25	1	0	0	0
625.97	1	46	4	3	-0.25	1	0	1	0
643.14	1	47	4	3	-0.25	1	0	0	0
655.83	1	48	4	3	-0.25	1	1	0	0
668.68	1	49	4	3	-0.25	1	0	0	0
676.31	1	50	4	3	-0.25	1	0	0	0
