onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0255	3	1	7	1	0.5	1	0	0	1
18.61	3	2	7	1	0.5	1	0	0	0
33.365	3	3	7	1	0.5	1	0	1	0
44.456	3	4	7	1	0.5	1	0	0	0
49.722	3	5	7	1	0.5	1	0	0	0
64.753	3	6	8	1	0.5	-1	0	1	0
80.979	3	7	8	1	0.5	-1	0	0	0
92.203	3	8	8	1	0.5	-1	0	0	1
102.96	3	9	8	1	0.5	-1	0	0	0
108.48	3	10	8	1	0.5	-1	0	0	0
123.51	3	11	6	3	-0.25	1	0	0	1
136.34	3	12	6	3	-0.25	1	0	0	0
147.51	3	13	6	3	-0.25	1	0	1	0
158.65	3	14	6	3	-0.25	1	0	0	0
163.9	3	15	6	3	-0.25	1	0	0	0
178.93	3	16	5	3	-0.25	1	1	0	0
195.54	3	17	5	3	-0.25	1	0	0	0
210.28	3	18	5	3	-0.25	1	0	0	1
221.9	3	19	5	3	-0.25	1	0	0	0
227.46	3	20	5	3	-0.25	1	0	0	0
242.49	3	21	8	2	0	1	0	1	0
259.5	3	22	8	2	0	1	0	0	0
270.92	3	23	8	2	0	1	1	0	0
282.58	3	24	8	2	0	1	0	0	0
288.22	3	25	8	2	0	1	0	0	0
303.26	3	26	7	2	0	1	0	0	1
319.68	3	27	7	2	0	1	0	0	0
333.89	3	28	7	2	0	1	0	1	0
344.96	3	29	7	2	0	1	0	0	0
351.22	3	30	7	2	0	1	0	0	0
366.25	3	31	8	3	-0.25	1	0	1	0
383.63	3	32	8	3	-0.25	1	0	0	0
401.6	3	33	8	3	-0.25	1	1	0	0
412.85	3	34	8	3	-0.25	1	0	0	0
418.47	3	35	8	3	-0.25	1	0	0	0
433.5	3	36	7	3	-0.25	1	0	0	1
451.81	3	37	7	3	-0.25	1	0	0	0
466.1	3	38	7	3	-0.25	1	0	1	0
477	3	39	7	3	-0.25	1	0	0	0
482.4	3	40	7	3	-0.25	1	0	0	0
497.43	3	41	5	4	-0.375	1	1	0	0
514.73	3	42	5	4	-0.375	1	0	0	0
530.36	3	43	5	4	-0.375	1	0	0	1
542.22	3	44	5	4	-0.375	1	0	0	0
550.1	3	45	5	4	-0.375	1	0	0	0
565.13	3	46	6	4	-0.375	1	0	0	1
577.56	3	47	6	4	-0.375	1	0	0	0
587.28	3	48	6	4	-0.375	1	0	1	0
598.55	3	49	6	4	-0.375	1	0	0	0
603.82	3	50	6	4	-0.375	1	0	0	0
