onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0845	1	1	1	1	0.5	1	0	0	1
22.376	1	2	1	1	0.5	1	0	0	0
35.126	1	3	1	1	0.5	1	1	0	0
47.079	1	4	1	1	0.5	1	0	0	0
54.386	1	5	1	1	0.5	1	0	0	0
70.428	1	6	3	1	0.5	-1	0	1	0
87.93	1	7	3	1	0.5	-1	0	0	0
100.73	1	8	3	1	0.5	-1	1	0	0
112.45	1	9	3	1	0.5	-1	0	0	0
119.27	1	10	3	1	0.5	-1	0	0	0
135.32	1	11	2	1	0.5	1	1	0	0
150.1	1	12	2	1	0.5	1	0	0	0
167.91	1	13	2	1	0.5	1	0	1	0
179.61	1	14	2	1	0.5	1	0	0	0
188.56	1	15	2	1	0.5	1	0	0	0
204.6	1	16	4	1	0.5	-1	0	0	1
219.8	1	17	4	1	0.5	-1	0	0	0
237.97	1	18	4	1	0.5	-1	1	0	0
249.64	1	19	4	1	0.5	-1	0	0	0
257.03	1	20	4	1	0.5	-1	0	0	0
273.07	1	21	2	2	0	-1	1	0	0
290.26	1	22	2	2	0	-1	0	0	0
306.9	1	23	2	2	0	-1	0	0	1
318.41	1	24	2	2	0	-1	0	0	0
324.8	1	25	2	2	0	-1	0	0	0
340.85	1	26	3	2	0	-1	0	1	0
358.7	1	27	3	2	0	-1	0	0	0
371.81	1	28	3	2	0	-1	1	0	0
383.3	1	29	3	2	0	-1	0	0	0
390.12	1	30	3	2	0	-1	0	0	0
406.17	1	31	1	2	0	1	0	0	1
426.37	1	32	1	2	0	1	0	0	0
438.97	1	33	1	2	0	1	1	0	0
450.79	1	34	1	2	0	1	0	0	0
457.1	1	35	1	2	0	1	0	0	0
473.13	1	36	4	2	0	1	0	0	1
489.32	1	37	4	2	0	1	0	0	0
505.69	1	38	4	2	0	1	0	1	0
517.03	1	39	4	2	0	1	0	0	0
522.61	1	40	4	2	0	1	0	0	0
538.65	1	41	1	3	-0.25	1	0	0	1
557.36	1	42	1	3	-0.25	1	0	0	0
570.08	1	43	1	3	-0.25	1	1	0	0
581.75	1	44	1	3	-0.25	1	0	0	0
588.33	1	45	1	3	-0.25	1	0	0	0
604.37	1	46	4	3	-0.25	1	0	0	1
619.05	1	47	4	3	-0.25	1	0	0	0
635.95	1	48	4	3	-0.25	1	0	1	0
647.27	1	49	4	3	-0.25	1	0	0	0
653.81	1	50	4	3	-0.25	1	0	0	0
