onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0198	2	1	3	3	-0.25	1	0	1	0
14.609	2	2	3	3	-0.25	1	0	0	0
27.309	2	3	3	3	-0.25	1	0	0	1
38.566	2	4	3	3	-0.25	1	0	0	0
44.959	2	5	3	3	-0.25	1	0	0	0
61.001	2	6	2	3	-0.25	1	1	0	0
74.924	2	7	2	3	-0.25	1	0	0	0
91.353	2	8	2	3	-0.25	1	0	1	0
102.79	2	9	2	3	-0.25	1	0	0	0
108.89	2	10	2	3	-0.25	1	0	0	0
124.91	2	11	4	4	-0.375	1	0	0	1
140.84	2	12	4	4	-0.375	1	0	0	0
159.54	2	13	4	4	-0.375	1	0	1	0
171.5	2	14	4	4	-0.375	1	0	0	0
177.36	2	15	4	4	-0.375	1	0	0	0
193.4	2	16	5	1	0.5	1	0	0	1
212.86	2	17	5	1	0.5	1	0	0	0
230.35	2	18	5	1	0.5	1	0	1	0
243.13	2	19	5	1	0.5	1	0	0	0
249.15	2	20	5	1	0.5	1	0	0	0
265.19	2	21	1	4	-0.375	1	0	0	1
284.61	2	22	1	4	-0.375	1	0	0	0
297.63	2	23	1	4	-0.375	1	1	0	0
308.57	2	24	1	4	-0.375	1	0	0	0
315.3	2	25	1	4	-0.375	1	0	0	0
331.34	2	26	6	1	0.5	-1	0	1	0
346.94	2	27	6	1	0.5	-1	0	0	0
359.75	2	28	6	1	0.5	-1	0	0	1
371.42	2	29	6	1	0.5	-1	0	0	0
377.2	2	30	6	1	0.5	-1	0	0	0
393.23	2	31	2	4	-0.375	1	1	0	0
408.74	2	32	2	4	-0.375	1	0	0	0
425.22	2	33	2	4	-0.375	1	0	1	0
436.33	2	34	2	4	-0.375	1	0	0	0
441.71	2	35	2	4	-0.375	1	0	0	0
457.74	2	36	3	4	-0.375	1	0	1	0
471.91	2	37	3	4	-0.375	1	0	0	0
484.42	2	38	3	4	-0.375	1	0	0	1
496.23	2	39	3	4	-0.375	1	0	0	0
503.45	2	40	3	4	-0.375	1	0	0	0
519.49	2	41	5	2	0	1	0	0	1
538.17	2	42	5	2	0	1	0	0	0
555.25	2	43	5	2	0	1	0	1	0
566.67	2	44	5	2	0	1	0	0	0
573.03	2	45	5	2	0	1	0	0	0
589.06	2	46	6	2	0	1	0	1	0
602.48	2	47	6	2	0	1	0	0	0
614.07	2	48	6	2	0	1	1	0	0
625.99	2	49	6	2	0	1	0	0	0
632.47	2	50	6	2	0	1	0	0	0
