onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0268	4	1	9	1	0.5	-1	1	0	0
20.436	4	2	9	1	0.5	-1	0	0	0
31.295	4	3	9	1	0.5	-1	0	1	0
42.403	4	4	9	1	0.5	-1	0	0	0
47.966	4	5	9	1	0.5	-1	0	0	0
62.996	4	6	10	1	0.5	-1	0	1	0
75.412	4	7	10	1	0.5	-1	0	0	0
90.847	4	8	10	1	0.5	-1	1	0	0
102.24	4	9	10	1	0.5	-1	0	0	0
107.67	4	10	10	1	0.5	-1	0	0	0
122.7	4	11	7	4	-0.375	1	0	0	1
139.19	4	12	7	4	-0.375	1	0	0	0
153.15	4	13	7	4	-0.375	1	0	1	0
164.14	4	14	7	4	-0.375	1	0	0	0
170.22	4	15	7	4	-0.375	1	0	0	0
185.25	4	16	8	4	-0.375	1	0	1	0
201.54	4	17	8	4	-0.375	1	0	0	0
215.06	4	18	8	4	-0.375	1	1	0	0
226.81	4	19	8	4	-0.375	1	0	0	0
232.23	4	20	8	4	-0.375	1	0	0	0
247.26	4	21	9	2	0	0	1	0	0
263.6	4	22	9	2	0	0	0	0	0
273.7	4	23	9	2	0	0	0	0	1
284.54	4	24	9	2	0	0	0	0	0
289.99	4	25	9	2	0	0	0	0	0
305.02	4	26	10	2	0	0	0	1	0
318.39	4	27	10	2	0	0	0	0	0
333.53	4	28	10	2	0	0	0	0	1
347.49	4	29	10	2	0	0	0	0	0
353.58	4	30	10	2	0	0	0	0	0
368.61	4	31	9	3	0	0	1	0	0
386.63	4	32	9	3	0	0	0	0	0
396.73	4	33	9	3	0	0	0	0	1
407.59	4	34	9	3	0	0	0	0	0
413.24	4	35	9	3	0	0	0	0	0
428.27	4	36	10	3	0	0	0	1	0
441.31	4	37	10	3	0	0	0	0	0
455.98	4	38	10	3	0	0	0	0	1
467.26	4	39	10	3	0	0	0	0	0
472.8	4	40	10	3	0	0	0	0	0
487.83	4	41	9	4	0	0	1	0	0
504.94	4	42	9	4	0	0	0	0	0
516.21	4	43	9	4	0	0	0	1	0
527.39	4	44	9	4	0	0	0	0	0
532.99	4	45	9	4	0	0	0	0	0
548.02	4	46	10	4	0	0	0	1	0
561.67	4	47	10	4	0	0	0	0	0
576.16	4	48	10	4	0	0	1	0	0
587.45	4	49	10	4	0	0	0	0	0
594.68	4	50	10	4	0	0	0	0	0
