onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0846	1	1	1	1	0.5	1	1	0	0
14.517	1	2	1	1	0.5	1	0	0	0
23.138	1	3	1	1	0.5	1	0	1	0
31.477	1	4	1	1	0.5	1	0	0	0
36.325	1	5	1	1	0.5	1	0	0	0
53.359	1	6	3	1	0.5	-1	0	1	0
64.502	1	7	3	1	0.5	-1	0	0	0
72.775	1	8	3	1	0.5	-1	0	0	1
81.147	1	9	3	1	0.5	-1	0	0	0
86.811	1	10	3	1	0.5	-1	0	0	0
103.84	1	11	2	1	0.5	1	0	0	1
114.8	1	12	2	1	0.5	1	0	0	0
125.55	1	13	2	1	0.5	1	1	0	0
134.05	1	14	2	1	0.5	1	0	0	0
139.33	1	15	2	1	0.5	1	0	0	0
156.36	1	16	4	1	0.5	-1	0	1	0
166.79	1	17	4	1	0.5	-1	0	0	0
177.14	1	18	4	1	0.5	-1	1	0	0
185.38	1	19	4	1	0.5	-1	0	0	0
191.21	1	20	4	1	0.5	-1	0	0	0
208.24	1	21	2	2	0	-1	0	0	1
218.34	1	22	2	2	0	-1	0	0	0
228.62	1	23	2	2	0	-1	0	1	0
236.77	1	24	2	2	0	-1	0	0	0
242.25	1	25	2	2	0	-1	0	0	0
259.28	1	26	3	2	0	-1	0	1	0
269.27	1	27	3	2	0	-1	0	0	0
277.26	1	28	3	2	0	-1	0	0	1
285.6	1	29	3	2	0	-1	0	0	0
291.33	1	30	3	2	0	-1	0	0	0
308.36	1	31	1	2	0	1	1	0	0
321.24	1	32	1	2	0	1	0	0	0
329.12	1	33	1	2	0	1	0	1	0
337.39	1	34	1	2	0	1	0	0	0
342.12	1	35	1	2	0	1	0	0	0
359.16	1	36	4	2	0	-1	0	1	0
369.39	1	37	4	2	0	-1	0	0	0
379.35	1	38	4	2	0	-1	1	0	0
387.44	1	39	4	2	0	-1	0	0	0
393.65	1	40	4	2	0	-1	0	0	0
410.68	1	41	1	3	-0.25	-1	1	0	0
423.07	1	42	1	3	-0.25	-1	0	0	0
430.84	1	43	1	3	-0.25	-1	0	0	1
438.98	1	44	1	3	-0.25	-1	0	0	0
444.3	1	45	1	3	-0.25	-1	0	0	0
461.33	1	46	4	3	-0.25	-1	0	1	0
471.73	1	47	4	3	-0.25	-1	0	0	0
482.11	1	48	4	3	-0.25	-1	1	0	0
490.83	1	49	4	3	-0.25	-1	0	0	0
497.04	1	50	4	3	-0.25	-1	0	0	0
