onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.028	2	1	3	3	-0.25	1	0	0	1
16.607	2	2	3	3	-0.25	1	0	0	0
29.24	2	3	3	3	-0.25	1	0	1	0
40.845	2	4	3	3	-0.25	1	0	0	0
47.918	2	5	3	3	-0.25	1	0	0	0
63.957	2	6	2	3	-0.25	1	0	0	1
78.561	2	7	2	3	-0.25	1	0	0	0
94.941	2	8	2	3	-0.25	1	0	1	0
106.73	2	9	2	3	-0.25	1	0	0	0
113.54	2	10	2	3	-0.25	1	0	0	0
129.58	2	11	4	4	-0.375	-1	0	1	0
143.87	2	12	4	4	-0.375	-1	0	0	0
160.59	2	13	4	4	-0.375	-1	0	0	1
171.92	2	14	4	4	-0.375	-1	0	0	0
179.25	2	15	4	4	-0.375	-1	0	0	0
195.29	2	16	5	1	0.5	1	1	0	0
214.44	2	17	5	1	0.5	1	0	0	0
231.2	2	18	5	1	0.5	1	0	1	0
242.86	2	19	5	1	0.5	1	0	0	0
249.93	2	20	5	1	0.5	1	0	0	0
265.97	2	21	1	4	-0.375	1	1	0	0
286.19	2	22	1	4	-0.375	1	0	0	0
298.84	2	23	1	4	-0.375	1	0	0	1
310.12	2	24	1	4	-0.375	1	0	0	0
317.12	2	25	1	4	-0.375	1	0	0	0
333.16	2	26	6	1	0.5	-1	0	1	0
349.21	2	27	6	1	0.5	-1	0	0	0
361.26	2	28	6	1	0.5	-1	0	0	1
372.64	2	29	6	1	0.5	-1	0	0	0
379	2	30	6	1	0.5	-1	0	0	0
395.04	2	31	2	4	-0.375	1	0	0	1
409.82	2	32	2	4	-0.375	1	0	0	0
426.33	2	33	2	4	-0.375	1	0	1	0
437.77	2	34	2	4	-0.375	1	0	0	0
444.95	2	35	2	4	-0.375	1	0	0	0
460.99	2	36	3	4	-0.375	-1	0	0	1
475.21	2	37	3	4	-0.375	-1	0	0	0
487.29	2	38	3	4	-0.375	-1	1	0	0
498.47	2	39	3	4	-0.375	-1	0	0	0
505.67	2	40	3	4	-0.375	-1	0	0	0
521.71	2	41	5	2	0	1	1	0	0
540.21	2	42	5	2	0	1	0	0	0
557.37	2	43	5	2	0	1	0	1	0
568.73	2	44	5	2	0	1	0	0	0
575.14	2	45	5	2	0	1	0	0	0
591.18	2	46	6	2	0	-1	0	1	0
607.11	2	47	6	2	0	-1	0	0	0
619.21	2	48	6	2	0	-1	0	0	1
630.09	2	49	6	2	0	-1	0	0	0
636.63	2	50	6	2	0	-1	0	0	0
