onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0952	1	1	1	1	0.5	1	1	0	0
14.734	1	2	1	1	0.5	1	0	0	0
28.164	1	3	1	1	0.5	1	0	1	0
40.747	1	4	1	1	0.5	1	0	0	0
47.556	1	5	1	1	0.5	1	0	0	0
62.583	1	6	3	1	0.5	-1	0	1	0
78.978	1	7	3	1	0.5	-1	0	0	0
91.81	1	8	3	1	0.5	-1	0	0	1
104.82	1	9	3	1	0.5	-1	0	0	0
111.71	1	10	3	1	0.5	-1	0	0	0
126.74	1	11	2	1	0.5	1	0	0	1
143.22	1	12	2	1	0.5	1	0	0	0
160.6	1	13	2	1	0.5	1	1	0	0
173.31	1	14	2	1	0.5	1	0	0	0
179.94	1	15	2	1	0.5	1	0	0	0
194.98	1	16	4	1	0.5	-1	0	1	0
209.55	1	17	4	1	0.5	-1	0	0	0
225.83	1	18	4	1	0.5	-1	1	0	0
238.75	1	19	4	1	0.5	-1	0	0	0
244.76	1	20	4	1	0.5	-1	0	0	0
259.79	1	21	2	2	0	1	0	0	1
278.85	1	22	2	2	0	1	0	0	0
294.27	1	23	2	2	0	1	1	0	0
306.54	1	24	2	2	0	1	0	0	0
312.44	1	25	2	2	0	1	0	0	0
327.47	1	26	3	2	0	1	0	1	0
340.91	1	27	3	2	0	1	0	0	0
351.69	1	28	3	2	0	1	1	0	0
363.29	1	29	3	2	0	1	0	0	0
369.27	1	30	3	2	0	1	0	0	0
384.3	1	31	1	2	0	1	1	0	0
401.32	1	32	1	2	0	1	0	0	0
413.31	1	33	1	2	0	1	0	1	0
425.05	1	34	1	2	0	1	0	0	0
430.6	1	35	1	2	0	1	0	0	0
445.62	1	36	4	2	0	1	0	1	0
460.13	1	37	4	2	0	1	0	0	0
475.17	1	38	4	2	0	1	0	0	1
486.54	1	39	4	2	0	1	0	0	0
492.17	1	40	4	2	0	1	0	0	0
507.2	1	41	1	3	-0.25	1	1	0	0
524.59	1	42	1	3	-0.25	1	0	0	0
535.75	1	43	1	3	-0.25	1	0	1	0
547.29	1	44	1	3	-0.25	1	0	0	0
553.51	1	45	1	3	-0.25	1	0	0	0
568.57	1	46	4	3	-0.25	1	0	1	0
581.72	1	47	4	3	-0.25	1	0	0	0
596.64	1	48	4	3	-0.25	1	0	0	1
608	1	49	4	3	-0.25	1	0	0	0
613.84	1	50	4	3	-0.25	1	0	0	0
