onsets	block	event	sequenceid	repetition	decay	reward	stimface	stimscene	stimobj
1.0245	2	1	3	3	-0.25	1	0	1	0
14.713	2	2	3	3	-0.25	1	0	0	0
25.573	2	3	3	3	-0.25	1	1	0	0
36.996	2	4	3	3	-0.25	1	0	0	0
42.444	2	5	3	3	-0.25	1	0	0	0
57.473	2	6	2	3	-0.25	1	0	0	1
70.187	2	7	2	3	-0.25	1	0	0	0
84.909	2	8	2	3	-0.25	1	1	0	0
96.597	2	9	2	3	-0.25	1	0	0	0
102.26	2	10	2	3	-0.25	1	0	0	0
117.29	2	11	4	4	-0.375	1	0	1	0
130.43	2	12	4	4	-0.375	1	0	0	0
145.65	2	13	4	4	-0.375	1	0	0	1
156.88	2	14	4	4	-0.375	1	0	0	0
162.87	2	15	4	4	-0.375	1	0	0	0
177.9	2	16	5	1	0.5	1	1	0	0
196.63	2	17	5	1	0.5	1	0	0	0
211.41	2	18	5	1	0.5	1	0	0	1
222.55	2	19	5	1	0.5	1	0	0	0
228.23	2	20	5	1	0.5	1	0	0	0
243.26	2	21	1	4	-0.375	1	1	0	0
260.18	2	22	1	4	-0.375	1	0	0	0
270.71	2	23	1	4	-0.375	1	0	1	0
282.36	2	24	1	4	-0.375	1	0	0	0
287.75	2	25	1	4	-0.375	1	0	0	0
302.78	2	26	6	1	0.5	-1	0	0	1
316.38	2	27	6	1	0.5	-1	0	0	0
327.71	2	28	6	1	0.5	-1	1	0	0
339.35	2	29	6	1	0.5	-1	0	0	0
345.16	2	30	6	1	0.5	-1	0	0	0
360.19	2	31	2	4	-0.375	1	0	0	1
372.65	2	32	2	4	-0.375	1	0	0	0
386.9	2	33	2	4	-0.375	1	1	0	0
398.47	2	34	2	4	-0.375	1	0	0	0
404.71	2	35	2	4	-0.375	1	0	0	0
419.74	2	36	3	4	-0.375	1	0	1	0
432.17	2	37	3	4	-0.375	1	0	0	0
443.41	2	38	3	4	-0.375	1	1	0	0
454.59	2	39	3	4	-0.375	1	0	0	0
459.97	2	40	3	4	-0.375	1	0	0	0
475	2	41	5	2	0	1	1	0	0
491.34	2	42	5	2	0	1	0	0	0
505.58	2	43	5	2	0	1	0	0	1
516.64	2	44	5	2	0	1	0	0	0
522.51	2	45	5	2	0	1	0	0	0
537.53	2	46	6	2	0	1	0	0	1
550.07	2	47	6	2	0	1	0	0	0
561.01	2	48	6	2	0	1	0	1	0
572.25	2	49	6	2	0	1	0	0	0
578.18	2	50	6	2	0	1	0	0	0
